date,state,avgpcp
191807,12,2.98777777778
191807,13,3.25333333333
191807,14,2.72
191807,15,3.4975
191807,16,2.58555555556
191807,17,5.88666666667
191807,18,3.52625
191807,19,3.05333333333
191807,20,1.598
191807,21,3.39888888889
191807,22,2.482
191807,23,1.665
191807,24,2.15
191807,25,3.35875
191807,26,0.645
191807,27,3.135
191807,28,3.83
191807,29,2.2625
191807,30,3.435
191807,31,5.5325
191807,32,2.60111111111
191807,33,2.646
191807,34,1.27777777778
191807,35,0.747777777778
191807,36,3.089
191807,37,3.26
191807,38,5.17285714286
191807,39,3.23333333333
191807,40,3.37
191807,41,1.071
191807,42,1.79857142857
191807,43,2.96333333333
191807,44,3.70833333333
191807,45,1.488
191807,46,3.455
191807,47,2.69555555556
191807,48,2.015
191808,1,3.47125
191808,2,2.27
191808,3,3.87666666667
191808,4,0.211428571429
191808,5,1.84
191808,6,2.90666666667
191808,7,2.74
191808,8,5.34857142857
191808,9,4.10888888889
191808,10,1.251
191808,11,3.85444444444
191808,12,3.21555555556
191808,13,3.61222222222
191808,14,2.33111111111
191808,15,3.3275
191808,16,6.27333333333
191808,17,2.86
191808,18,3.37
191808,19,2.50666666667
191808,20,2.255
191808,21,4.09666666667
191808,22,3.922
191808,23,3.31833333333
191808,24,2.11428571429
191808,25,2.46
191808,26,0.44
191808,27,3.785
191808,28,1.99
191808,29,2.095
191808,30,2.981
191808,31,3.87625
191808,32,3.48222222222
191808,33,3.43
191808,34,2.04555555556
191808,35,0.98
191808,36,3.99
191808,37,2.52
191808,38,4.24
191808,39,2.75888888889
191808,40,2.7925
191808,41,1.537
191808,42,0.762857142857
191808,43,3.36333333333
191808,44,4.56833333333
191808,45,2.079
191808,46,4.325
191808,47,3.39333333333
191808,48,0.943
191809,1,4.2375
191809,2,0.542857142857
191809,3,4.60222222222
191809,4,1.65571428571
191809,5,2.188
191809,6,6.77666666667
191809,7,3.73
191809,8,6.70714285714
191809,9,3.27444444444
191809,10,1.367
191809,11,3.87333333333
191809,12,4.16333333333
191809,13,1.88777777778
191809,14,2.58555555556
191809,15,2.8025
191809,16,2.39666666667
191809,17,6.84666666667
191809,18,3.6875
191809,19,7.12666666667
191809,20,2.828
191809,21,1.17777777778
191809,22,3.495
191809,23,4.76
191809,24,1.80857142857
191809,25,1.57
191809,26,1.4175
191809,27,7.295
191809,28,3.86666666667
191809,29,0.77625
191809,30,5.715
191809,31,4.46625
191809,32,0.385555555556
191809,33,3.724
191809,34,3.45222222222
191809,35,1.52888888889
191809,36,4.127
191809,37,6.32
191809,38,3.92571428571
191809,39,1.11111111111
191809,40,3.7575
191809,41,2.021
191809,42,1.47714285714
191809,43,7.32
191809,44,4.185
191809,45,0.416
191809,46,2.95166666667
191809,47,1.70666666667
191809,48,2.288
191810,1,8.67875
191810,2,0.581428571429
191810,3,4.06555555556
191810,4,1.11
191810,5,1.512
191810,6,1.45666666667
191810,7,1.155
191810,8,5.73142857143
191810,9,4.70555555556
191810,10,2.375
191810,11,3.16333333333
191810,12,2.84666666667
191810,13,3.62444444444
191810,14,3.78888888889
191810,15,4.0125
191810,16,8.76777777778
191810,17,4.74666666667
191810,18,1.4775
191810,19,1.42333333333
191810,20,3.231
191810,21,2.47333333333
191810,22,8.562
191810,23,3.46833333333
191810,24,1.13142857143
191810,25,2.8225
191810,26,1.015
191810,27,4.03
191810,28,1.31333333333
191810,29,1.89875
191810,30,3.986
191810,31,4.42625
191810,32,0.563333333333
191810,33,2.79
191810,34,4.99
191810,35,3.47888888889
191810,36,3.062
191810,37,1.26
191810,38,5.08428571429
191810,39,0.806666666667
191810,40,5.8125
191810,41,3.474
191810,42,1.40285714286
191810,43,4.88
191810,44,2.7
191810,45,5.593
191810,46,3.70833333333
191810,47,2.56
191810,48,1.075
191811,1,4.92125
191811,2,1.34428571429
191811,3,3.92444444444
191811,4,2.77857142857
191811,5,1.086
191811,6,3.05666666667
191811,7,1.52
191811,8,2.72571428571
191811,9,4.52333333333
191811,10,1.258
191811,11,2.24333333333
191811,12,2.25555555556
191811,13,2.03777777778
191811,14,1.65333333333
191811,15,2.085
191811,16,5.54555555556
191811,17,3.70333333333
191811,18,1.46875
191811,19,2.65
191811,20,3.079
191811,21,2.26666666667
191811,22,4.133
191811,23,3.185
191811,24,1.09857142857
191811,25,1.26875
191811,26,0.61
191811,27,2.74
191811,28,1.84
191811,29,1.22375
191811,30,2.614
191811,31,2.44375
191811,32,1.00666666667
191811,33,2.034
191811,34,2.80777777778
191811,35,4.19555555556
191811,36,1.897
191811,37,2.66
191811,38,3.19857142857
191811,39,0.985555555556
191811,40,2.6075
191811,41,3.565
191811,42,0.992857142857
191811,43,3.10666666667
191811,44,1.62333333333
191811,45,5.188
191811,46,1.89666666667
191811,47,2.18777777778
191811,48,0.873
191812,1,5.81125
191812,2,1.96857142857
191812,3,5.57444444444
191812,4,2.19571428571
191812,5,1.7
191812,6,3.98666666667
191812,7,3.965
191812,8,3.26571428571
191812,9,6.1
191812,10,1.116
191812,11,3.52444444444
191812,12,5.3
191812,13,1.25444444444
191812,14,2.56555555556
191812,15,4.5475
191812,16,4.95
191812,17,3.39333333333
191812,18,4.12625
191812,19,3.78
191812,20,2.746
191812,21,1.47555555556
191812,22,4.135
191812,23,3.61
191812,24,0.654285714286
191812,25,1.4675
191812,26,1.2675
191812,27,3.12
191812,28,4.09333333333
191812,29,1.43625
191812,30,2.94
191812,31,5.2325
191812,32,0.958888888889
191812,33,3.576
191812,34,3.85777777778
191812,35,3.19777777778
191812,36,3.398
191812,37,4.12
191812,38,5.98857142857
191812,39,0.991111111111
191812,40,4.2775
191812,41,3.045
191812,42,1.07714285714
191812,43,2.64
191812,44,4.17333333333
191812,45,7.032
191812,46,4.36166666667
191812,47,1.69
191812,48,0.765
191901,1,5.62625
191901,2,0.51
191901,3,2.93666666667
191901,4,2.51285714286
191901,5,0.14
191901,6,3.70333333333
191901,7,3.815
191901,8,2.16428571429
191901,9,4.79555555556
191901,10,1.667
191901,11,0.488888888889
